Date,Adj Close
2019-12-31,3230.780029296875
2020-03-31,2584.590087890625
2020-06-30,3100.2900390625
2020-09-30,3363.0
2020-12-31,3756.070068359375
2021-03-31,3972.889892578125
2021-06-30,4297.5
2021-09-30,4307.5400390625
